numero_cluster,manifest_url,canvas_number,image_url,City,Country,Title,wkt,Date,Journal Type,notice
874,https://digi.ub.uni-heidelberg.de/diglit/iiif/bfa1927/manifest.json,129,"https://digi.ub.uni-heidelberg.de/iiif/2/bfa1927%3A105.jpg/48,137,1838,2215/full/0/default.jpg",Berlin,Germany,Das Buch für alle,POINT(13.383333333333 52.516666666667),1927-01-01,Bibliophily,
874,https://digi.ub.uni-heidelberg.de/diglit/iiif/studio1924/manifest.json,170,"https://digi.ub.uni-heidelberg.de/iiif/2/studio1924%3A153.jpg/1135,387,675,1043/full/0/default.jpg",London,United Kingdom,Studio : international art,POINT(-0.1275 51.507222222222),1924-01-01,Modern Art Journal,
874,https://digi.ub.uni-heidelberg.de/diglit/iiif/fb_bb114/manifest.json,187,"https://digi.ub.uni-heidelberg.de/iiif/2/fb_bb114%3A188.jpg/974,342,974,1247/full/0/default.jpg",Munich,Germany,Beiblatt der Fliegenden Blätter,POINT(11.575 48.1375),1901-01-01,Humour,
874,https://digi.ub.uni-heidelberg.de/diglit/iiif/punch1918/manifest.json,190,"https://digi.ub.uni-heidelberg.de/iiif/2/punch1918%3A183.jpg/187,342,2287,1929/full/0/default.jpg",London,United Kingdom,Punch,POINT(-0.1275 51.507222222222),1918-01-01,Humour,
874,https://iiif.unige.ch/dhportal/ug8023087/manifest,0,"https://iiif.unige.ch/iiif/2/fedora_ug8017620/19,22,384,589/full/0/default.jpg","Washington, D.C.",United States of America,National Geographic,POINT(-77.036666666667 38.895),2004-02-01,Geography,
874,https://digi.ub.uni-heidelberg.de/diglit/iiif/samleren1926/manifest.json,199,"https://digi.ub.uni-heidelberg.de/iiif/2/samleren1926%3A007_02_126.jpg/788,1533,1067,1373/full/0/default.jpg",Copenhagen,Denmark,Samleren,POINT(12.568888888889 55.676111111111),1926-01-01,Art History,
874,https://digi.ub.uni-heidelberg.de/diglit/iiif/samleren1930/manifest.json,211,"https://digi.ub.uni-heidelberg.de/iiif/2/samleren1930%3A114.jpg/1299,1370,899,1408/full/0/default.jpg",Copenhagen,Denmark,Samleren,POINT(12.568888888889 55.676111111111),1930-01-01,Art History,
874,https://digi.ub.uni-heidelberg.de/diglit/iiif/dkd1929/manifest.json,226,"https://digi.ub.uni-heidelberg.de/iiif/2/dkd1929%3A217.jpg/188,179,1435,1929/full/0/default.jpg",Stuttgart,Germany,Deutsche Kunst und Dekoration,POINT(9.1775 48.776111111111),1929-01-01,Decorative Art,
874,https://digi.ub.uni-heidelberg.de/diglit/iiif/cicerone1924/manifest.json,245,"https://digi.ub.uni-heidelberg.de/iiif/2/cicerone1924%3A0222.jpg/993,314,581,1588/full/0/default.jpg",Leipzig,Germany,Der Cicerone,POINT(12.375 51.34),1924-01-01,Modern Art Journal,
874,https://digi.ub.uni-heidelberg.de/diglit/iiif/jugend1913_2/manifest.json,260,"https://digi.ub.uni-heidelberg.de/iiif/2/jugend1913_2%3A1078_1079.jpg/559,315,4126,2680/full/0/default.jpg",Munich,Germany,Jugend,POINT(11.575 48.1375),1913-01-01,Modern Art Journal,
874,https://digi.ub.uni-heidelberg.de/diglit/iiif/fb167/manifest.json,261,"https://digi.ub.uni-heidelberg.de/iiif/2/fb167%3A193.jpg/130,1006,1895,1652/full/0/default.jpg",Munich,Germany,Fliegende Blätter,POINT(11.575 48.1375),1927-01-01,Humour,
874,https://digi.ub.uni-heidelberg.de/diglit/iiif/lachenlinks1926/manifest.json,268,"https://digi.ub.uni-heidelberg.de/iiif/2/lachenlinks1926%3A269.jpg/123,961,1903,1240/full/0/default.jpg",Berlin,Germany,Lachen links,POINT(13.383333333333 52.516666666667),1926-01-01,Humour,
874,https://digi.ub.uni-heidelberg.de/diglit/iiif/ulk1930/manifest.json,300,"https://digi.ub.uni-heidelberg.de/iiif/2/ulk1930%3AULK_1930_00301.jpg/298,263,1288,1055/full/0/default.jpg",Berlin,Germany,Ulk,POINT(13.383333333333 52.516666666667),1930-01-01,Humour,
874,https://digi.ub.uni-heidelberg.de/diglit/iiif/samleren1929/manifest.json,302,"https://digi.ub.uni-heidelberg.de/iiif/2/samleren1929%3A167.jpg/265,260,1832,1239/full/0/default.jpg",Copenhagen,Denmark,Samleren,POINT(12.568888888889 55.676111111111),1929-01-01,Art History,
874,https://digi.ub.uni-heidelberg.de/diglit/iiif/fb190/manifest.json,306,"https://digi.ub.uni-heidelberg.de/iiif/2/fb190%3A307.jpg/40,159,2309,2949/full/0/default.jpg",Munich,Germany,Fliegende Blätter,POINT(11.575 48.1375),1939-01-01,Humour,
874,https://digi.ub.uni-heidelberg.de/diglit/iiif/fb190/manifest.json,322,"https://digi.ub.uni-heidelberg.de/iiif/2/fb190%3A323.jpg/116,198,2325,2872/full/0/default.jpg",Munich,Germany,Fliegende Blätter,POINT(11.575 48.1375),1939-01-01,Humour,
874,https://digi.ub.uni-heidelberg.de/diglit/iiif/wj1928/manifest.json,334,"https://digi.ub.uni-heidelberg.de/iiif/2/wj1928%3A22_02.jpg/845,2044,625,690/full/0/default.jpg",Berlin,Germany,"Der wahre Jakob : illustrierte Zeitschrift für Satire, Humor und Unterhaltung",POINT(13.383333333333 52.516666666667),1928-01-01,Humour,
874,https://digi.ub.uni-heidelberg.de/diglit/iiif/roczmuzwarsz2013/manifest.json,354,"https://digi.ub.uni-heidelberg.de/iiif/2/roczmuzwarsz2013%3A351.jpg/1110,149,653,734/full/0/default.jpg",Warsaw,Poland,Rocznik Muzeum Narodowego w Warszawie,POINT(21.011111111111113 52.23),2013-01-01,Art History,
874,https://digi.ub.uni-heidelberg.de/diglit/iiif/dkd1913_1914/manifest.json,359,"https://digi.ub.uni-heidelberg.de/iiif/2/dkd1913_1914%3A340.jpg/224,192,1598,1975/full/0/default.jpg",Stuttgart,Germany,Deutsche Kunst und Dekoration,POINT(9.1775 48.776111111111),1913-01-01,Decorative Art,
874,https://digi.ub.uni-heidelberg.de/diglit/iiif/wj1910/manifest.json,372,"https://digi.ub.uni-heidelberg.de/iiif/2/wj1910%3A6840.jpg/186,2422,760,250/full/0/default.jpg",Berlin,Germany,"Der wahre Jakob : illustrierte Zeitschrift für Satire, Humor und Unterhaltung",POINT(13.383333333333 52.516666666667),1910-01-01,Humour,
874,https://digi.ub.uni-heidelberg.de/diglit/iiif/punch1918a/manifest.json,396,"https://digi.ub.uni-heidelberg.de/iiif/2/punch1918a%3A396.jpg/641,1199,1469,944/full/0/default.jpg",London,United Kingdom,Punch,POINT(-0.1275 51.507222222222),1918-01-01,Humour,
874,https://digi.ub.uni-heidelberg.de/diglit/iiif/international_studio55/manifest.json,435,"https://digi.ub.uni-heidelberg.de/iiif/2/international_studio55%3A0_ROEM_132.jpg/272,230,1191,1900/full/0/default.jpg",New York City,United States of America,International studio,POINT(-74.006015 40.712728),1915-01-01,Modern Art Journal,
874,https://digi.ub.uni-heidelberg.de/diglit/iiif/jugend1906_1/manifest.json,583,"https://digi.ub.uni-heidelberg.de/iiif/2/jugend1906_1%3A556_557.jpg/173,169,2244,1042/full/0/default.jpg",Munich,Germany,Jugend,POINT(11.575 48.1375),1906-01-01,Modern Art Journal,
874,https://digi.ub.uni-heidelberg.de/diglit/iiif/jugend1935/manifest.json,616,"https://digi.ub.uni-heidelberg.de/iiif/2/jugend1935%3A618.jpg/488,433,1047,869/full/0/default.jpg",Munich,Germany,Jugend,POINT(11.575 48.1375),1935-01-01,Modern Art Journal,
874,https://digi.ub.uni-heidelberg.de/diglit/iiif/jugend1927/manifest.json,645,"https://digi.ub.uni-heidelberg.de/iiif/2/jugend1927%3A0630.jpg/1993,2240,732,1108/full/0/default.jpg",Munich,Germany,Jugend,POINT(11.575 48.1375),1927-01-01,Modern Art Journal,
874,https://digi.ub.uni-heidelberg.de/diglit/iiif/moderne_kunst1912_1913/manifest.json,679,"https://digi.ub.uni-heidelberg.de/iiif/2/moderne_kunst1912_1913%3A278.jpg/293,369,1181,1575/full/0/default.jpg",Berlin,Germany,Moderne Kunst / Vierzehntagsheft-Ausgabe,POINT(13.383333333333 52.516666666667),1912-01-01,Art Journal,
874,https://digi.ub.uni-heidelberg.de/diglit/iiif/rire1899_1900/manifest.json,740,"https://digi.ub.uni-heidelberg.de/iiif/2/rire1899_1900%3A307_03.jpg/265,2160,439,758/full/0/default.jpg",Paris,France,Le rire : journal humoristique,POINT(2.3513888888889 48.856944444444),1899-01-01,Humour,
874,https://digi.ub.uni-heidelberg.de/diglit/iiif/lb16/manifest.json,858,"https://digi.ub.uni-heidelberg.de/iiif/2/lb16%3A00_51_07.jpg/187,58,1829,2445/full/0/default.jpg",Berlin,Germany,Lustige Blätter,POINT(13.383333333333 52.516666666667),1901-01-01,Humour,
874,https://digi.ub.uni-heidelberg.de/diglit/iiif/lb16/manifest.json,889,"https://digi.ub.uni-heidelberg.de/iiif/2/lb16%3Ai.jpg/188,238,1823,2478/full/0/default.jpg",Berlin,Germany,Lustige Blätter,POINT(13.383333333333 52.516666666667),1901-01-01,Humour,
874,https://iiif.unige.ch/dhportal/ug12699290/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug14786161/full/full/0/default.jpg,New York City,United States of America,The sun. [volume],POINT(-74 40.7),1917-10-28,News,
874,https://iiif.unige.ch/dhportal/ug15289618/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug17214462/full/full/0/default.jpg,Richmond,United States of America,Richmond planet. [volume],POINT(-77.43666666666667 37.54083333333333),1926-10-30,News,
874,https://iiif.unige.ch/dhportal/ug9287255/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug9995254/full/full/0/default.jpg,"Washington, D.C.",United States of America,Evening star. [volume],POINT(-77.036666666667 38.895),1948-07-25,News,
874,https://iiif.unige.ch/dhportal/ug17079287/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug17927603/full/full/0/default.jpg,Richmond,United States of America,The Richmond palladium and sun-telegram. [volume],POINT(-77.43666666666667 37.54083333333333),1917-09-06,News,
874,https://iiif.unige.ch/dhportal/ug13661915/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug12763700/full/full/0/default.jpg,New York City,United States of America,New-York tribune. [volume],POINT(-74 40.7),1898-10-09,News,
874,https://iiif.unige.ch/dhportal/ug16356062/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug15676624/full/full/0/default.jpg,Albuquerque,United States of America,The evening herald. [volume],POINT(-106.61666666667 35.116666666667),1921-06-29,News,
874,https://iiif.unige.ch/dhportal/ug9508312/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug11424596/full/full/0/default.jpg,"Washington, D.C.",United States of America,Evening star. [volume],POINT(-77.036666666667 38.895),1927-12-18,News,
874,https://iiif.unige.ch/dhportal/ug22382633/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug23084895/full/full/0/default.jpg,Berea,United States of America,The citizen. [volume],POINT(-84.2936 37.5769),1917-04-26,News,
874,https://iiif.unige.ch/dhportal/ug25539405/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug27711307/full/full/0/default.jpg,Ellisville,United States of America,The Jones County news.,POINT(-89.2022 31.6011),1917-06-07,News,
874,https://iiif.unige.ch/dhportal/ug11864361/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug11229894/full/full/0/default.jpg,"Washington, D.C.",United States of America,Evening star. [volume],POINT(-77.036666666667 38.895),1942-09-08,News,
874,https://iiif.unige.ch/dhportal/ug12328801/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug14932518/full/full/0/default.jpg,New York City,United States of America,New-York tribune. [volume],POINT(-74 40.7),1906-05-27,News,
874,https://iiif.unige.ch/dhportal/ug19319682/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug19785788/full/full/0/default.jpg,Phoenix,United States of America,The Phoenix index.,POINT(-112.07388888888889 33.44833333333333),1940-12-07,News,
874,https://iiif.unige.ch/dhportal/ug17855743/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug17902444/full/full/0/default.jpg,South Bend,United States of America,South Bend news-times.,POINT(-86.250277777778 41.676388888889),1919-12-25,News,
874,https://iiif.unige.ch/dhportal/ug19478214/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug19263298/full/full/0/default.jpg,Baltimore,United States of America,Czas Baltimorski.,POINT(-76.615 39.286388888889),1940-12-05,News,
874,https://iiif.unige.ch/dhportal/ug19181256/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug20732257/full/full/0/default.jpg,Bridgeport,United States of America,The Bridgeport times and evening farmer.,POINT(-73.2 41.183333333333),1922-05-13,News,
874,https://iiif.unige.ch/dhportal/ug16488647/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug17399029/full/full/0/default.jpg,Rock Island,United States of America,Rock Island Argus.,POINT(-90.573055555556 41.489166666667),1907-10-26,News,
874,https://iiif.unige.ch/dhportal/ug10534179/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug11979341/full/full/0/default.jpg,"Washington, D.C.",United States of America,Evening star. [volume],POINT(-77.036666666667 38.895),1927-01-09,News,
874,https://iiif.unige.ch/dhportal/ug14747276/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug12125424/full/full/0/default.jpg,Indianapolis,United States of America,The Indianapolis times. [volume],POINT(-86.158055555556 39.768611111111),1934-10-23,News,
874,https://iiif.unige.ch/dhportal/ug13129587/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug13969117/full/full/0/default.jpg,New York City,United States of America,New-York tribune. [volume],POINT(-74 40.7),1911-12-03,News,
874,https://iiif.unige.ch/dhportal/ug20540592/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug19629378/full/full/0/default.jpg,Hendersonville,United States of America,The times-news. [volume],POINT(-82.461666666667 35.320555555556),1934-10-02,News,
874,https://iiif.unige.ch/dhportal/ug18778227/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug20202024/full/full/0/default.jpg,Ardmore,United States of America,The Daily Ardmoreite. [volume],POINT(-97.129444444444 34.181111111111),1915-10-24,News,
874,https://iiif.unige.ch/dhportal/ug11057969/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug11912440/full/full/0/default.jpg,"Washington, D.C.",United States of America,Evening star. [volume],POINT(-77.036666666667 38.895),1935-01-28,News,
874,https://iiif.unige.ch/dhportal/ug8464456/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug8468158/full/full/0/default.jpg,Bogalusa,United States of America,Bogalusa enterprise. [volume],POINT(-89.863888888889 30.780555555556),1915-12-16,News,
874,https://iiif.unige.ch/dhportal/ug8765730/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug9071689/full/full/0/default.jpg,Bogalusa,United States of America,Bogalusa enterprise. [volume],POINT(-89.863888888889 30.780555555556),1915-12-16,News,
874,https://iiif.unige.ch/dhportal/ug25177263/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug25588049/full/full/0/default.jpg,Wabeno,United States of America,Northern Wisconsin advertiser. [volume],POINT(-88.660277777778 45.438611111111),1915-11-19,News,
874,https://iiif.unige.ch/dhportal/ug26357296/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug26342355/full/full/0/default.jpg,Red Cloud,United States of America,The Red Cloud chief. [volume],POINT(-98.522777777778 40.088333333333),1916-07-06,News,
874,https://iiif.unige.ch/dhportal/ug19243639/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug19359037/full/full/0/default.jpg,Hendersonville,United States of America,The times-news. [volume],POINT(-82.461666666667 35.320555555556),1938-03-12,News,
874,https://iiif.unige.ch/dhportal/ug16545726/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug16990234/full/full/0/default.jpg,South Bend,United States of America,South Bend news-times.,POINT(-86.250277777778 41.676388888889),1921-10-23,News,
874,https://iiif.unige.ch/dhportal/ug12770635/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug15015373/full/full/0/default.jpg,San Francisco,United States of America,L'Italia. [volume],POINT(-122.41638888888889 37.7775),1914-08-27,News,
874,https://iiif.unige.ch/dhportal/ug12618145/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug13606965/full/full/0/default.jpg,San Francisco,United States of America,L'Italia. [volume],POINT(-122.41638888888889 37.7775),1914-08-27,News,
874,https://iiif.unige.ch/dhportal/ug16135022/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug16803102/full/full/0/default.jpg,Salt Lake City,United States of America,The Salt Lake tribune. [volume],POINT(-111.88333333333 40.75),1914-03-22,News,
874,https://iiif.unige.ch/dhportal/ug16934023/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug18105051/full/full/0/default.jpg,Richmond,United States of America,The times dispatch. [volume],POINT(-77.43666666666667 37.54083333333333),1914-03-15,News,
874,https://iiif.unige.ch/dhportal/ug25014677/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug25821995/full/full/0/default.jpg,Oakley,United States of America,The Oakley herald. [volume],POINT(-113.881 42.2422),1916-02-04,News,
874,https://iiif.unige.ch/dhportal/ug8588135/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug9200899/full/full/0/default.jpg,Ozark,United States of America,The Spectator.,POINT(-93.837222222222 35.492777777778),1916-02-29,News,
874,https://iiif.unige.ch/dhportal/ug25375963/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug26629366/full/full/0/default.jpg,Ashland,United States of America,The Odanah star. [volume],POINT(-90.88 46.59),1916-05-19,News,
874,https://iiif.unige.ch/dhportal/ug11039432/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug12041241/full/full/0/default.jpg,"Washington, D.C.",United States of America,The Washington times. [volume],POINT(-77.036666666667 38.895),1922-05-11,News,
874,https://iiif.unige.ch/dhportal/ug9872610/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug10708561/full/full/0/default.jpg,"Washington, D.C.",United States of America,Evening star. [volume],POINT(-77.036666666667 38.895),1931-01-01,News,
874,https://iiif.unige.ch/dhportal/ug17535182/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug15726345/full/full/0/default.jpg,Rock Island,United States of America,Rock Island Argus.,POINT(-90.573055555556 41.489166666667),1913-06-06,News,
874,https://iiif.unige.ch/dhportal/ug16345097/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug17466225/full/full/0/default.jpg,Honolulu,United States of America,Honolulu star-bulletin. [volume],POINT(-157.96666666667 21.466666666667),1916-11-16,News,
874,https://iiif.unige.ch/dhportal/ug9392258/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug11656551/full/full/0/default.jpg,"Washington, D.C.",United States of America,Evening star. [volume],POINT(-77.036666666667 38.895),1929-10-13,News,
874,https://iiif.unige.ch/dhportal/ug15542390/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug16276753/full/full/0/default.jpg,South Bend,United States of America,South Bend news-times.,POINT(-86.250277777778 41.676388888889),1918-12-31,News,
874,https://iiif.unige.ch/dhportal/ug17255539/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug18118497/full/full/0/default.jpg,South Bend,United States of America,South Bend news-times.,POINT(-86.250277777778 41.676388888889),1920-01-14,News,
874,https://iiif.unige.ch/dhportal/ug17557484/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug16849039/full/full/0/default.jpg,Salt Lake City,United States of America,The Salt Lake tribune. [volume],POINT(-111.88333333333 40.75),1914-03-22,News,
874,https://iiif.unige.ch/dhportal/ug26774761/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug25655186/full/full/0/default.jpg,Ottumwa,United States of America,Ottumwa tri-weekly courier. [volume],POINT(-92.414722222222 41.013055555556),1913-06-03,News,
874,https://iiif.unige.ch/dhportal/ug9612929/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug9931022/full/full/0/default.jpg,"Washington, D.C.",United States of America,Evening star. [volume],POINT(-77.036666666667 38.895),1946-10-06,News,
874,https://iiif.unige.ch/dhportal/ug9710262/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug11078696/full/full/0/default.jpg,"Washington, D.C.",United States of America,Evening star. [volume],POINT(-77.036666666667 38.895),1948-01-18,News,
874,https://iiif.unige.ch/dhportal/ug23317028/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug23353415/full/full/0/default.jpg,Bryan,United States of America,The Bryan daily eagle.,POINT(-96.3667 30.6656),1897-08-05,News,
874,https://iiif.unige.ch/dhportal/ug22512001/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug22809213/full/full/0/default.jpg,North Platte,United States of America,The North Platte semi-weekly tribune.,POINT(-100.770501 41.135914),1909-12-14,News,
874,https://iiif.unige.ch/dhportal/ug10511094/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug9723655/full/full/0/default.jpg,"Washington, D.C.",United States of America,Evening star. [volume],POINT(-77.036666666667 38.895),1947-01-11,News,
874,https://iiif.unige.ch/dhportal/ug22031032/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug24511707/full/full/0/default.jpg,Loup City,United States of America,The Loup City northwestern. [volume],POINT(-98.968055555556 41.277222222222),1897-07-23,News,
874,https://iiif.unige.ch/dhportal/ug24955015/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug25343157/full/full/0/default.jpg,Phillipsburg,United States of America,Phillipsburg herald. [volume],POINT(-99.3222 39.7553),1897-07-22,News,
874,https://iiif.unige.ch/dhportal/ug17313991/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug17534473/full/full/0/default.jpg,Rock Island,United States of America,Rock Island Argus.,POINT(-90.573055555556 41.489166666667),1905-11-04,News,
874,https://iiif.unige.ch/dhportal/ug14252266/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug13947400/full/full/0/default.jpg,New York City,United States of America,New-York tribune. [volume],POINT(-74 40.7),1903-05-10,News,
874,https://iiif.unige.ch/dhportal/ug16115795/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug16725607/full/full/0/default.jpg,Honolulu,United States of America,Honolulu star-bulletin. [volume],POINT(-157.96666666667 21.466666666667),1916-11-16,News,
874,https://iiif.unige.ch/dhportal/ug22092031/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug24056328/full/full/0/default.jpg,Elizabeth City,United States of America,The daily independent.,POINT(-76.225 36.295555555556),1936-11-07,News,
874,https://iiif.unige.ch/dhportal/ug20394447/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug20959540/full/full/0/default.jpg,Pensacola,United States of America,The Pensacola journal.,POINT(-87.2 30.433333333333),1922-01-16,News,
874,https://iiif.unige.ch/dhportal/ug13258374/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug14275648/full/full/0/default.jpg,New York City,United States of America,New-York tribune. [volume],POINT(-74 40.7),1914-11-08,News,
874,https://iiif.unige.ch/dhportal/ug22941584/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug23985888/full/full/0/default.jpg,Henderson,United States of America,Henderson daily dispatch.,POINT(-78.4155472 36.3258743),1945-12-29,News,
874,https://iiif.unige.ch/dhportal/ug25776481/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug27798558/full/full/0/default.jpg,Clio,United States of America,The Clio messenger.,POINT(-83.734166666667 43.1775),1918-12-20,News,
